35048.545126001350581645965576171875000000000000000,-402333.800127971102483570575714111328125000000000000,2650166.844159611966460943222045898437500000000000000,-12340580.541451599448919296264648437500000000000000000,43967567.471079535782337188720703125000000000000000000,-124972654.338420510292053222656250000000000000000000000,290731482.018196761608123779296875000000000000000000000,-562951100.498375654220581054687500000000000000000000000,917685950.149163126945495605468750000000000000000000000,-1269026501.193637847900390625000000000000000000000000000,1495789179.675315380096435546875000000000000000000000000,-1506401583.189896821975708007812500000000000000000000000,1296613117.678682565689086914062500000000000000000000000,-952155154.305887818336486816406250000000000000000000000,594157064.738828182220458984375000000000000000000000000,-313003331.058367729187011718750000000000000000000000000,137853807.832349896430969238281250000000000000000000000,-50049452.064521498978137969970703125000000000000000000,14676467.110392361879348754882812500000000000000000000,-3371008.681751449126750230789184570312500000000000000,577159.370805477839894592761993408203125000000000000,-67189.204667192563647404313087463378906250000000000,4215.008665104671308654360473155975341796875000000
-402334.727857962076086550951004028320312500000000000,5043020.949878640472888946533203125000000000000000000,-35082273.354971133172512054443359375000000000000000000,169560981.301188319921493530273437500000000000000000000,-620683553.460508227348327636718750000000000000000000000,1800836007.368964433670043945312500000000000000000000000,-4257532385.767448425292968750000000000000000000000000000,8351909363.930753707885742187500000000000000000000000000,-13761340574.081882476806640625000000000000000000000000000,19201456445.465923309326171875000000000000000000000000000,-22805828665.802181243896484375000000000000000000000000000,23118829009.071983337402343750000000000000000000000000000,-20013044517.045463562011718750000000000000000000000000000,14770137540.105657577514648437500000000000000000000000000,-9257656667.011400222778320312500000000000000000000000000,4896229280.321466445922851562500000000000000000000000000,-2164049076.218115806579589843750000000000000000000000000,788191875.266718029975891113281250000000000000000000000,-231797335.273946374654769897460937500000000000000000000,53381223.726011194288730621337890625000000000000000000,-9161531.208589620888233184814453125000000000000000000,1068881.302492601331323385238647460937500000000000000,-67190.876088299832190386950969696044921875000000000
2650182.468963017221540212631225585937500000000000000,-35082395.616377666592597961425781250000000000000000000,253919241.150045841932296752929687500000000000000000000,-1264228431.100969314575195312500000000000000000000000000,4735215772.861380577087402343750000000000000000000000000,-13991572962.848690032958984375000000000000000000000000000,33573021146.794200897216796875000000000000000000000000000,-66673400435.804924011230468750000000000000000000000000000,110998363224.637878417968750000000000000000000000000000000,-156249538385.051879882812500000000000000000000000000000000,186996695277.225830078125000000000000000000000000000000000,-190823949545.422515869140625000000000000000000000000000000,166154170883.870452880859375000000000000000000000000000000,-123260803955.200088500976562500000000000000000000000000000,77614308061.120681762695312500000000000000000000000000000,-41219023781.508338928222656250000000000000000000000000000,18286187035.716266632080078125000000000000000000000000000,-6682782438.600440979003906250000000000000000000000000000,1971389289.950069665908813476562500000000000000000000000,-455278332.687061548233032226562500000000000000000000000,78339516.055030435323715209960937500000000000000000000,-9161746.744271589443087577819824218750000000000000000,577187.213882914395071566104888916015625000000000000
-12340714.475783081725239753723144531250000000000000000,169562378.437122792005538940429687500000000000000000000,-1264234311.022516727447509765625000000000000000000000000,6446734489.295248985290527343750000000000000000000000000,-24622556334.258766174316406250000000000000000000000000000,73941198497.457199096679687500000000000000000000000000000,-179851379318.786468505859375000000000000000000000000000000,361324846326.755249023437500000000000000000000000000000000,-607549228962.018310546875000000000000000000000000000000000,862653018989.987915039062500000000000000000000000000000000,-1040255063222.770263671875000000000000000000000000000000000,1068669127667.961547851562500000000000000000000000000000000,-936062637521.573364257812500000000000000000000000000000000,698121036351.724609375000000000000000000000000000000000000,-441701207659.448669433593750000000000000000000000000000000,235595652537.741821289062500000000000000000000000000000000,-104931059465.445404052734375000000000000000000000000000000,38485785181.132797241210937500000000000000000000000000000,-11390608447.635461807250976562500000000000000000000000000,2638566336.287846565246582031250000000000000000000000000,-455288488.995988190174102783203125000000000000000000000,53383661.543687939643859863281250000000000000000000000,-3371244.841790039092302322387695312500000000000000000
43968326.405106313526630401611328125000000000000000000,-620692457.999625921249389648437500000000000000000000000,4735265726.313203811645507812500000000000000000000000000,-24622698928.367187500000000000000000000000000000000000000,95625984943.842544555664062500000000000000000000000000000,-291315647325.089294433593750000000000000000000000000000000,717453322792.940795898437500000000000000000000000000000000,-1457114345512.004150390625000000000000000000000000000000000,2473563164752.532714843750000000000000000000000000000000000,-3541982936299.562500000000000000000000000000000000000000000,4303452728684.612792968750000000000000000000000000000000000,-4450882795730.762695312500000000000000000000000000000000000,3922308997545.794921875000000000000000000000000000000000000,-2941375985747.332519531250000000000000000000000000000000000,1870311083293.434570312500000000000000000000000000000000000,-1002140171546.045898437500000000000000000000000000000000000,448203404397.391418457031250000000000000000000000000000000,-165019434249.258361816406250000000000000000000000000000000,49013519205.846031188964843750000000000000000000000000000,-11390850091.924770355224609375000000000000000000000000000,1971474748.930185079574584960937500000000000000000000000,-231812719.843736022710800170898437500000000000000000000,14677791.792413257062435150146484375000000000000000000
-124975804.166506975889205932617187500000000000000000000,1800875418.937298774719238281250000000000000000000000000,-13991821629.288320541381835937500000000000000000000000000,73942144697.139175415039062500000000000000000000000000000,-291317655440.588867187500000000000000000000000000000000000,898869925484.736938476562500000000000000000000000000000000,-2239069233125.251953125000000000000000000000000000000000000,4593964198357.463867187500000000000000000000000000000000000,-7870209037737.217773437500000000000000000000000000000000000,11362872976216.431640625000000000000000000000000000000000000,-13909046379116.664062500000000000000000000000000000000000000,14483339851635.802734375000000000000000000000000000000000000,-12842427388432.894531250000000000000000000000000000000000000,9685243039577.792968750000000000000000000000000000000000000,-6190521255568.331054687500000000000000000000000000000000000,3332858825839.032226562500000000000000000000000000000000000,-1497200937876.464355468750000000000000000000000000000000000,553496616637.574340820312500000000000000000000000000000000,-165022777081.801544189453125000000000000000000000000000000,38487374333.166969299316406250000000000000000000000000000,-6683203952.798938751220703125000000000000000000000000000,788259326.536321640014648437500000000000000000000000000,-50054896.758637741208076477050781250000000000000000000
290741589.404363751411437988281250000000000000000000000,-4257664090.275932312011718750000000000000000000000000000,33573907300.994304656982421875000000000000000000000000000,-179855171721.248992919921875000000000000000000000000000000,717464051358.540527343750000000000000000000000000000000000,-2239087016335.899902343750000000000000000000000000000000000,5635869423163.623046875000000000000000000000000000000000000,-11673959483615.904296875000000000000000000000000000000000000,20174803082784.031250000000000000000000000000000000000000000,-29362536976936.558593750000000000000000000000000000000000000,36208176333686.867187500000000000000000000000000000000000000,-37960488263473.039062500000000000000000000000000000000000000,33871876316463.839843750000000000000000000000000000000000000,-25693875081390.976562500000000000000000000000000000000000000,16511676339639.642578125000000000000000000000000000000000000,-8934317619527.792968750000000000000000000000000000000000000,4032333621659.207031250000000000000000000000000000000000000,-1497230052171.541259765625000000000000000000000000000000000,448221115465.739562988281250000000000000000000000000000000,-104937374553.304397583007812500000000000000000000000000000,18287676010.049541473388671875000000000000000000000000000,-2164272456.837531566619873046875000000000000000000000000,137871117.787792831659317016601562500000000000000000000
-562977011.524266719818115234375000000000000000000000000,8352256559.591017723083496093750000000000000000000000000,-66675833187.777404785156250000000000000000000000000000000,361335948739.203613281250000000000000000000000000000000000,-1457149670331.917968750000000000000000000000000000000000000,4594042247782.734375000000000000000000000000000000000000000,-11674063645697.007812500000000000000000000000000000000000000,24397674388499.585937500000000000000000000000000000000000000,-42516422295229.289062500000000000000000000000000000000000000,62362387562861.226562500000000000000000000000000000000000000,-77463773693514.984375000000000000000000000000000000000000000,81768074636958.562500000000000000000000000000000000000000000,-73428336775911.921875000000000000000000000000000000000000000,56034230421259.875000000000000000000000000000000000000000000,-36212184087672.734375000000000000000000000000000000000000000,19697791760669.488281250000000000000000000000000000000000000,-8934485526036.347656250000000000000000000000000000000000000,3332985620042.760742187500000000000000000000000000000000000,-1002198025527.888793945312500000000000000000000000000000000,235613990194.688873291015625000000000000000000000000000000,-41223077408.999748229980468750000000000000000000000000000,4896813113.789112091064453125000000000000000000000000000,-313047316.564342379570007324218750000000000000000000000
917740157.487254261970520019531250000000000000000000000,-13762081875.378763198852539062500000000000000000000000000,111003704427.400161743164062500000000000000000000000000000,-607574613713.557006835937500000000000000000000000000000000,2473649293429.799316406250000000000000000000000000000000000,-7870423067116.092773437500000000000000000000000000000000000,20175183829072.148437500000000000000000000000000000000000000,-42516839726989.820312500000000000000000000000000000000000000,74681721694675.937500000000000000000000000000000000000000000,-110371762908114.671875000000000000000000000000000000000000000,138086047774972.328125000000000000000000000000000000000000000,-146755902742754.937500000000000000000000000000000000000000000,132644090998237.890625000000000000000000000000000000000000000,-101847195748424.828125000000000000000000000000000000000000000,66204612235943.671875000000000000000000000000000000000000000,-36212847317113.000000000000000000000000000000000000000000000,16512285690061.835937500000000000000000000000000000000000000,-6190866403937.074218750000000000000000000000000000000000000,1870451083007.199462890625000000000000000000000000000000000,-441742812459.544250488281250000000000000000000000000000000,77623137686.114059448242187500000000000000000000000000000,-9258893112.757957458496093750000000000000000000000000000,594248319.015610575675964355468750000000000000000000000
-1269120371.347484588623046875000000000000000000000000000,19202760199.038879394531250000000000000000000000000000000,-156259125364.420074462890625000000000000000000000000000000,862699871891.388549804687500000000000000000000000000000000,-3542148484738.399414062500000000000000000000000000000000000,11363311673014.068359375000000000000000000000000000000000000,-29363414715095.042968750000000000000000000000000000000000000,62363670309151.929687500000000000000000000000000000000000000,-110372934207658.968750000000000000000000000000000000000000000,164315081384506.500000000000000000000000000000000000000000000,-207029762722260.312500000000000000000000000000000000000000000,221530853786283.562500000000000000000000000000000000000000000,-201546374573105.343750000000000000000000000000000000000000000,155732339782615.718750000000000000000000000000000000000000000,-101849031819365.234375000000000000000000000000000000000000000,56036254907277.242187500000000000000000000000000000000000000,-25695270274861.023437500000000000000000000000000000000000000,9685945579627.013671875000000000000000000000000000000000000,-2941643168870.291992187500000000000000000000000000000000000,698197268223.922119140625000000000000000000000000000000000,-123276534172.407043457031250000000000000000000000000000000,14772295488.279993057250976562500000000000000000000000000,-952311937.468253970146179199218750000000000000000000000
