624.999999999999886313162278383970260620117187500,-7499.999999999999090505298227071762084960937500000,57499.999999999992724042385816574096679687500000000,-316249.999999999941792339086532592773437500000000000,1328249.999999999534338712692260742187500000000000000,-4427499.999999999068677425384521484375000000000000000,12017499.999999996274709701538085937500000000000000000,-27039374.999999992549419403076171875000000000000000000,51074374.999999985098838806152343750000000000000000000,-81718999.999999970197677612304687500000000000000000000,111434999.999999955296516418457031250000000000000000000,-130007499.999999970197677612304687500000000000000000000,130007499.999999955296516418457031250000000000000000000,-111434999.999999955296516418457031250000000000000000000,81718999.999999970197677612304687500000000000000000000,-51074374.999999985098838806152343750000000000000000000,27039375.000000000000000000000000000000000000000000000,-12017500.000000000000000000000000000000000000000000000,4427500.000000000000000000000000000000000000000000000,-1328250.000000000465661287307739257812500000000000000,316250.000000000058207660913467407226562500000000000,-57500.000000000014551915228366851806640625000000000,7500.000000000002728484105318784713745117187500000,-625.000000000000000000000000000000000000000000000,25.000000000000000000000000000000000000000000000
-7499.999999999997271515894681215286254882812500000,125208.333333333299378864467144012451171875000000000,-1094895.833333333022892475128173828125000000000000000,6467312.499999998137354850769042968750000000000000000,-28409791.666666656732559204101562500000000000000000000,97668541.666666626930236816406250000000000000000000000,-271144843.749999880790710449218750000000000000000000000,620653802.083333134651184082031250000000000000000000000,-1188330458.333333015441894531250000000000000000000000000,1922253749.999999284744262695312500000000000000000000000,-2645033541.666665554046630859375000000000000000000000000,3109346041.666666030883789062500000000000000000000000000,-3129466249.999999046325683593750000000000000000000000000,2697346083.333332538604736328125000000000000000000000000,-1987644427.083333015441894531250000000000000000000000000,1247566718.749999761581420898437500000000000000000000000,-662965416.666666388511657714843750000000000000000000000,295641041.666666626930236816406250000000000000000000000,-109248562.499999985098838806152343750000000000000000000,32863645.833333324640989303588867187500000000000000000,-7843958.333333333954215049743652343750000000000000000,1429375.000000000232830643653869628906250000000000000,-186822.916666666627861559391021728515625000000000000,15597.916666666664241347461938858032226562500000000,-624.999999999999886313162278383970260620117187500
57499.999999999992724042385816574096679687500000000,-1094895.833333333255723118782043457031250000000000000,10374083.333333333954215049743652343750000000000000000,-64532187.500000000000000000000000000000000000000000000,293846666.666666626930236816406250000000000000000000000,-1037163072.916666626930236816406250000000000000000000000,2937886875.000000000000000000000000000000000000000000000,-6832473427.083332061767578125000000000000000000000000000,13250805833.333332061767578125000000000000000000000000000,-21663004374.999996185302734375000000000000000000000000000,30074799166.666664123535156250000000000000000000000000000,-35622929791.666664123535156250000000000000000000000000000,36088143999.999992370605468750000000000000000000000000000,-31282230364.583324432373046875000000000000000000000000000,23166822708.333328247070312500000000000000000000000000000,-14605279218.749996185302734375000000000000000000000000000,7791969166.666664123535156250000000000000000000000000000,-3487027729.166666030883789062500000000000000000000000000,1292678750.000000000000000000000000000000000000000000000,-389983020.833333313465118408203125000000000000000000000,93327246.376811593770980834960937500000000000000000000,-17047669.836956519633531570434570312500000000000000000,2233104.710144927259534597396850585937500000000000000,-186822.916666666627861559391021728515625000000000000,7499.999999999998181010596454143524169921875000000
-316249.999999999883584678173065185546875000000000000,6467312.499999998137354850769042968750000000000000000,-64532187.499999985098838806152343750000000000000000000,417008124.999999880790710449218750000000000000000000000,-1954350312.499999284744262695312500000000000000000000000,7054570468.749998092651367187500000000000000000000000000,-20344016656.249992370605468750000000000000000000000000000,48009155738.636352539062500000000000000000000000000000000,-94244866590.909057617187500000000000000000000000000000000,155660288465.909027099609375000000000000000000000000000000,-218001086988.636260986328125000000000000000000000000000000,260175450249.999877929687500000000000000000000000000000000,-265316338437.499847412109375000000000000000000000000000000,231321891718.749908447265625000000000000000000000000000000,-172194752656.249938964843750000000000000000000000000000000,109058177499.999969482421875000000000000000000000000000000,-58423490749.999992370605468750000000000000000000000000000,26243030312.499996185302734375000000000000000000000000000,-9761530369.318178176879882812500000000000000000000000000,2954009735.671935558319091796875000000000000000000000000,-708924939.476284503936767578125000000000000000000000000,129832330.459486156702041625976562500000000000000000000,-17047669.836956519633531570434570312500000000000000000,1429374.999999999767169356346130371093750000000000000,-57499.999999999978172127157449722290039062500000000
1328249.999999999534338712692260742187500000000000000,-28409791.666666660457849502563476562500000000000000000,293846666.666666626930236816406250000000000000000000000,-1954350312.499999523162841796875000000000000000000000000,9375473333.333330154418945312500000000000000000000000000,-34496341395.833320617675781250000000000000000000000000000,101076614545.454498291015625000000000000000000000000000000,-241746787518.939300537109375000000000000000000000000000000,480019121325.757446289062500000000000000000000000000000000,-800675560568.181640625000000000000000000000000000000000000,1130991586424.242187500000000000000000000000000000000000000,-1359981843645.833007812500000000000000000000000000000000000,1396107317499.999511718750000000000000000000000000000000000,-1224454954479.166259765625000000000000000000000000000000000,916324756666.666381835937500000000000000000000000000000000,-583126484499.999877929687500000000000000000000000000000000,313740637083.333190917968750000000000000000000000000000000,-141483608731.060577392578125000000000000000000000000000000,52816665059.288536071777343750000000000000000000000000000,-16036008330.451251983642578125000000000000000000000000000,3860127845.322793960571289062500000000000000000000000000,-708924939.476284742355346679687500000000000000000000000,93327246.376811593770980834960937500000000000000000000,-7843958.333333334885537624359130859375000000000000000,316250.000000000000000000000000000000000000000000000
-4427499.999999999068677425384521484375000000000000000,97668541.666666686534881591796875000000000000000000000,-1037163072.916666984558105468750000000000000000000000000,7054570468.750001907348632812500000000000000000000000000,-34496341395.833335876464843750000000000000000000000000000,129025877140.151550292968750000000000000000000000000000000,-383440711619.318237304687500000000000000000000000000000000,928417342774.621093750000000000000000000000000000000000000,-1863401106780.302978515625000000000000000000000000000000000,3137703388659.090820312500000000000000000000000000000000000,-4469454370705.492187500000000000000000000000000000000000000,5414684203177.083007812500000000000000000000000000000000000,-5595873047187.498046875000000000000000000000000000000000000,4937570394166.665039062500000000000000000000000000000000000,-3715296472416.666015625000000000000000000000000000000000000,2376103916249.999511718750000000000000000000000000000000000,-1284235124924.242187500000000000000000000000000000000000000,581549333755.764038085937500000000000000000000000000000000,-217928043420.825134277343750000000000000000000000000000000,66400560334.082679748535156250000000000000000000000000000,-16036008330.451250076293945312500000000000000000000000000,2954009735.671936511993408203125000000000000000000000000,-389983020.833333313465118408203125000000000000000000000,32863645.833333332091569900512695312500000000000000000,-1328249.999999999767169356346130371093750000000000000
12017499.999999994412064552307128906250000000000000000,-271144843.749999880790710449218750000000000000000000000,2937886874.999999046325683593750000000000000000000000000,-20344016656.249992370605468750000000000000000000000000000,101076614545.454498291015625000000000000000000000000000000,-383440711619.318054199218750000000000000000000000000000000,1153959054659.090576171875000000000000000000000000000000000,-2825661700767.044433593750000000000000000000000000000000000,5728742171045.453125000000000000000000000000000000000000000,-9734180965071.019531250000000000000000000000000000000000000,13979549213238.634765625000000000000000000000000000000000000,-17061961996406.250000000000000000000000000000000000000000000,17752074947894.734375000000000000000000000000000000000000000,-15760290478118.417968750000000000000000000000000000000000000,11925838903421.050781250000000000000000000000000000000000000,-7666666611417.460937500000000000000000000000000000000000000,4163466033925.003906250000000000000000000000000000000000000,-1893692259718.346679687500000000000000000000000000000000000,712538092581.792114257812500000000000000000000000000000000,-217928043420.825103759765625000000000000000000000000000000,52816665059.288528442382812500000000000000000000000000000,-9761530369.318181991577148437500000000000000000000000000,1292678749.999999761581420898437500000000000000000000000,-109248562.500000014901161193847656250000000000000000000,4427500.000000000000000000000000000000000000000000000
-27039374.999999985098838806152343750000000000000000000,620653802.083333253860473632812500000000000000000000000,-6832473427.083331108093261718750000000000000000000000000,48009155738.636352539062500000000000000000000000000000000,-241746787518.939300537109375000000000000000000000000000000,928417342774.620971679687500000000000000000000000000000000,-2825661700767.044433593750000000000000000000000000000000000,6990736162617.421875000000000000000000000000000000000000000,-14307412785265.148437500000000000000000000000000000000000000,24522371749389.199218750000000000000000000000000000000000000,-35498751139635.406250000000000000000000000000000000000000000,43644742946798.234375000000000000000000000000000000000000000,-45718184562657.875000000000000000000000000000000000000000000,40843176123267.531250000000000000000000000000000000000000000,-31085671565923.039062500000000000000000000000000000000000000,20091580118749.210937500000000000000000000000000000000000000,-10965698226043.222656250000000000000000000000000000000000000,5010918936069.465820312500000000000000000000000000000000000,-1893692259718.346435546875000000000000000000000000000000000,581549333755.763916015625000000000000000000000000000000000,-141483608731.060607910156250000000000000000000000000000000,26243030312.499996185302734375000000000000000000000000000,-3487027729.166666507720947265625000000000000000000000000,295641041.666666626930236816406250000000000000000000000,-12017499.999999996274709701538085937500000000000000000
51074374.999999977648258209228515625000000000000000000,-1188330458.333333253860473632812500000000000000000000000,13250805833.333332061767578125000000000000000000000000000,-94244866590.909072875976562500000000000000000000000000000,480019121325.757385253906250000000000000000000000000000000,-1863401106780.302246093750000000000000000000000000000000000,5728742171045.451171875000000000000000000000000000000000000,-14307412785265.144531250000000000000000000000000000000000000,29541717401551.898437500000000000000000000000000000000000000,-51053597105919.085937500000000000000000000000000000000000000,74479195023617.078125000000000000000000000000000000000000000,-92235183214541.218750000000000000000000000000000000000000000,97273993820797.156250000000000000000000000000000000000000000,-87455191666181.578125000000000000000000000000000000000000000,66959769446568.343750000000000000000000000000000000000000000,-43520895957353.328125000000000000000000000000000000000000000,23878370295585.007812500000000000000000000000000000000000000,-10965698226043.222656250000000000000000000000000000000000000,4163466033925.003906250000000000000000000000000000000000000,-1284235124924.241943359375000000000000000000000000000000000,313740637083.333251953125000000000000000000000000000000000,-58423490749.999992370605468750000000000000000000000000000,7791969166.666666030883789062500000000000000000000000000,-662965416.666666626930236816406250000000000000000000000,27039374.999999992549419403076171875000000000000000000
-81718999.999999955296516418457031250000000000000000000,1922253749.999999523162841796875000000000000000000000000,-21663004374.999996185302734375000000000000000000000000000,155660288465.909057617187500000000000000000000000000000000,-800675560568.181640625000000000000000000000000000000000000,3137703388659.089843750000000000000000000000000000000000000,-9734180965071.019531250000000000000000000000000000000000000,24522371749389.195312500000000000000000000000000000000000000,-51053597105919.101562500000000000000000000000000000000000000,88927738617583.171875000000000000000000000000000000000000000,-130707835461830.640625000000000000000000000000000000000000000,163027149481618.562500000000000000000000000000000000000000000,-173102730438450.000000000000000000000000000000000000000000000,156635634222478.812500000000000000000000000000000000000000000,-120664007249632.468750000000000000000000000000000000000000000,78883947130573.265625000000000000000000000000000000000000000,-43520895957353.343750000000000000000000000000000000000000000,20091580118749.218750000000000000000000000000000000000000000,-7666666611417.463867187500000000000000000000000000000000000,2376103916250.000000000000000000000000000000000000000000000,-583126484500.000000000000000000000000000000000000000000000,109058177500.000000000000000000000000000000000000000000000,-14605279218.749996185302734375000000000000000000000000000,1247566718.750000476837158203125000000000000000000000000,-51074375.000000000000000000000000000000000000000000000
